,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
alpha,0.75,0.75,0.375,0.25,0.1875,0.15,0.125,0.10714285714285714,0.09375,0.08333333333333333,0.075,0.06818181818181818,0.0625,0.057692307692307696,0.05357142857142857,0.05,0.046875,0.04411764705882353,0.041666666666666664,0.039473684210526314,0.0375,0.03571428571428571,0.03409090909090909,0.03260869565217391,0.03125,0.03,0.028846153846153848,0.027777777777777776,0.026785714285714284,0.02586206896551724,0.025,0.024193548387096774,0.0234375,0.022727272727272728,0.022058823529411766,0.02142857142857143,0.020833333333333332,0.02027027027027027,0.019736842105263157,0.019230769230769232,0.01875,0.018292682926829267,0.017857142857142856,0.01744186046511628,0.017045454545454544,0.016666666666666666,0.016304347826086956,0.015957446808510637,0.015625,0.015306122448979591,0.015,0.014705882352941176,0.014423076923076924,0.014150943396226415,0.013888888888888888,0.013636363636363636,0.013392857142857142,0.013157894736842105,0.01293103448275862,0.012711864406779662,0.0125,0.012295081967213115,0.012096774193548387,0.011904761904761904,0.01171875,0.011538461538461539,0.011363636363636364,0.011194029850746268,0.011029411764705883,0.010869565217391304,0.010714285714285714,0.01056338028169014,0.010416666666666666,0.010273972602739725,0.010135135135135136,0.01,0.009868421052631578,0.00974025974025974,0.009615384615384616,0.00949367088607595,0.009375,0.009259259259259259,0.009146341463414634,0.009036144578313253,0.008928571428571428,0.008823529411764706,0.00872093023255814,0.008620689655172414,0.008522727272727272,0.008426966292134831,0.008333333333333333,0.008241758241758242,0.008152173913043478,0.008064516129032258,0.007978723404255319,0.007894736842105263,0.0078125,0.007731958762886598,0.007653061224489796
cumulative_success_rate,0.0,50.0,33.33333333333333,25.0,40.0,50.0,57.14285714285714,62.5,55.55555555555556,60.0,63.63636363636363,66.66666666666666,69.23076923076923,71.42857142857143,73.33333333333333,75.0,76.47058823529412,77.77777777777779,73.68421052631578,75.0,76.19047619047619,77.27272727272727,78.26086956521739,79.16666666666666,80.0,80.76923076923077,81.48148148148148,82.14285714285714,82.75862068965517,83.33333333333334,83.87096774193549,84.375,84.84848484848484,85.29411764705883,85.71428571428571,86.11111111111111,86.48648648648648,86.8421052631579,87.17948717948718,87.5,87.8048780487805,85.71428571428571,86.04651162790698,86.36363636363636,86.66666666666667,86.95652173913044,87.2340425531915,87.5,87.75510204081633,88.0,88.23529411764706,88.46153846153845,88.67924528301887,88.88888888888889,89.0909090909091,89.28571428571429,89.47368421052632,89.65517241379311,88.13559322033898,88.33333333333333,88.52459016393442,88.70967741935483,88.88888888888889,87.5,87.6923076923077,86.36363636363636,86.56716417910447,86.76470588235294,86.95652173913044,87.14285714285714,85.91549295774648,86.11111111111111,86.3013698630137,86.48648648648648,86.66666666666667,86.8421052631579,87.01298701298701,87.17948717948718,87.34177215189874,87.5,87.65432098765432,87.8048780487805,87.95180722891565,88.09523809523809,87.05882352941177,87.20930232558139,87.35632183908046,87.5,87.64044943820225,87.77777777777777,87.91208791208791,88.04347826086956,88.17204301075269,88.29787234042553,87.36842105263159,87.5,87.62886597938144,87.75510204081633,87.87878787878788
gamma,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
net_reward,8.0,21.5,30.0,21.5,17.0,25.5,29.5,23.0,11.5,26.5,22.0,14.5,14.5,23.5,26.0,16.5,21.5,17.5,28.0,23.5,18.5,34.0,19.0,25.0,38.5,35.0,27.5,29.5,17.0,19.5,27.5,16.5,18.0,21.5,30.5,18.0,19.5,22.5,34.0,30.0,21.5,31.5,20.5,19.5,18.0,27.0,21.5,24.0,36.0,21.0,19.0,27.0,34.0,20.0,20.5,27.0,22.0,22.0,31.0,25.0,17.0,13.5,26.0,22.5,24.0,21.5,20.0,12.5,18.0,21.0,45.0,18.0,20.0,26.5,18.0,17.0,24.0,43.5,18.0,22.5,37.5,31.0,15.0,20.5,33.5,21.0,13.5,24.0,19.5,14.0,23.0,20.0,37.5,20.0,31.0,23.5,24.5,25.5,20.0
penalty_count,14,6,9,9,5,4,4,1,8,3,0,2,4,1,0,7,1,1,7,4,5,5,1,2,6,2,5,1,1,1,1,4,0,1,6,5,1,5,4,3,1,7,2,1,0,2,1,3,8,1,1,1,3,0,5,5,6,0,13,4,3,3,3,6,7,4,2,2,0,1,8,0,3,3,0,1,0,7,0,5,7,2,2,5,7,2,1,3,0,6,1,0,4,0,8,1,2,1,0
success,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
time_taken,32,20,35,31,12,15,22,14,33,15,8,8,11,13,12,24,14,6,26,15,11,35,13,14,26,20,21,15,13,12,14,10,13,7,29,15,8,16,24,29,12,29,19,6,7,12,13,14,31,12,11,12,25,11,17,18,19,7,42,23,12,11,17,22,29,40,19,6,8,12,47,7,16,17,8,7,11,34,13,16,26,22,8,16,39,12,3,14,7,19,17,11,29,8,36,14,14,16,10
